Rank,Release Group,Worldwide,Domestic,%,Foreign,%
421,The Mostly Unfabulous Social Life of Ethan Green,"$153,122","$153,122",100%,-,-
422,Jonestown: The Life and Death of Peoples Temple,"$148,292","$148,292",100%,-,-
423,A Soap,"$145,135","$4,164",2.9%,"$140,971",97.1%
424,10th & Wolf,"$143,451","$54,702",38.1%,"$88,749",61.9%
425,In Between Days,"$141,616","$23,465",16.6%,"$118,151",83.4%
426,Opal Dream,"$140,666","$14,443",10.3%,"$126,223",89.7%
427,What the Bleep!?: Down the Rabbit Hole,"$138,913","$138,913",100%,-,-
428,Lies and Alibis,"$138,704",-,-,"$138,704",100%
429,Stolen,"$132,596","$132,596",100%,-,-
430,Unknown White Male,"$131,256","$126,836",96.6%,"$4,420",3.4%
431,Karla,"$130,416",-,-,"$130,416",100%
432,Game 6,"$129,664","$129,664",100%,-,-
433,Flannel Pajamas,"$123,301","$123,301",100%,-,-
434,Mutual Appreciation,"$121,292","$103,509",85.3%,"$17,783",14.7%
435,I Am a Sex Addict,"$120,790","$115,694",95.8%,"$5,096",4.2%
436,Mongolian Ping Pong,"$119,732","$71,223",59.5%,"$48,509",40.5%
437,12 and Holding,"$119,195","$96,464",80.9%,"$22,731",19.1%
438,Sir! No Sir!,"$116,944","$116,944",100%,-,-
439,Winter Passing,"$113,783","$107,492",94.5%,"$6,291",5.5%
440,Captain Sabertooth 2006 Re-release,"$105,152","$105,152",100%,-,-
441,2 or 3 Things I Know About Her,"$104,038","$104,038",100%,-,-
442,The Real Dirt on Farmer John,"$103,714","$65,429",63.1%,"$38,285",36.9%
443,Al Franken: God Spoke,"$102,990","$102,990",100%,-,-
444,Mini's First Time,"$102,676","$49,034",47.8%,"$53,642",52.2%
445,Being Cyrus,"$100,184","$100,184",100%,-,-
446,Absolute Wilson,"$98,730","$66,217",67.1%,"$32,513",32.9%
447,Red Doors,"$97,848","$97,848",100%,-,-
448,Somersault 2006 Re-release,"$92,214","$92,214",100%,-,-
449,Beowulf & Grendel,"$92,076","$68,820",74.7%,"$23,256",25.3%
450,Anthony Kaun Hai?,"$88,420","$55,418",62.7%,"$33,002",37.3%
451,America: Freedom to Fascism,"$87,400","$87,400",100%,-,-
452,The Zodiac,"$86,872","$45,148",52%,"$41,724",48%
453,Color of the Cross,"$85,802","$85,802",100%,-,-
454,51 Birch Street,"$84,689","$84,689",100%,-,-
455,Mozart and the Whale,"$84,447","$36,006",42.6%,"$48,441",57.4%
456,Brothers of the Head,"$84,425","$45,082",53.4%,"$39,343",46.6%
457,Mannat,"$80,119","$53,589",66.9%,"$26,530",33.1%
458,Suits on the Loose,"$79,470","$79,470",100%,-,-
459,Unconscious,"$72,275","$68,501",94.8%,"$3,774",5.2%
460,Cavite,"$70,071","$70,071",100%,-,-
461,Close to Home,"$67,110","$20,931",31.2%,"$46,179",68.8%
462,D' Lucky Ones!,"$64,352","$64,352",100%,-,-
463,Vajra Sky Over Tibet,"$62,356","$62,356",100%,-,-
464,Poster Boy,"$62,062","$62,062",100%,-,-
465,Aurora Borealis,"$60,729","$60,729",100%,-,-
466,Pyaar Ke Side Effects,"$60,714","$30,230",49.8%,"$30,484",50.2%
467,Pandora's Box,"$57,472","$53,485",93.1%,"$3,987",6.9%
468,Man Push Cart,"$55,903","$36,608",65.5%,"$19,295",34.5%
469,That Man: Peter Berlin,"$55,398","$55,398",100%,-,-
470,Kalamazoo?,"$53,609","$53,609",100%,-,-
471,Plagues and Pleasures on the Salton Sea,"$53,471","$53,471",100%,-,-
472,Close to You,"$52,654","$52,654",100%,-,-
473,Screamers,"$52,034","$52,034",100%,-,-
474,The Strange Case of Dr. Jekyll and Mr. Hyde,"$51,721","$24,216",46.8%,"$27,505",53.2%
475,Moonlight,"$51,570","$51,570",100%,-,-
476,The Motel,"$51,540","$51,540",100%,-,-
477,Shakespeare Behind Bars,"$48,594","$48,594",100%,-,-
478,Sisters in Law,"$48,526","$33,312",68.6%,"$15,214",31.4%
479,Be with Me,"$48,443","$1,365",2.8%,"$47,078",97.2%
480,Two Weeks,"$47,986","$47,986",100%,-,-
481,Tibet: A Buddhist Trilogy,"$47,243","$47,243",100%,-,-
482,Azumi 2006 Re-release,"$41,803","$41,803",100%,-,-
483,Backstage,"$40,507","$12,663",31.3%,"$27,844",68.7%
484,Khosla's Nest,"$40,194","$26,472",65.9%,"$13,722",34.1%
485,Rape of the Soul,"$39,975","$39,975",100%,-,-
486,The Blossoming of Maximo Oliveros,"$38,691","$28,041",72.5%,"$10,650",27.5%
487,Eating Out 2: Sloppy Seconds,"$37,072","$37,072",100%,-,-
488,Monkey Warfare,"$36,875","$36,875",100%,-,-
489,Paper Dolls,"$36,577","$36,577",100%,-,-
490,Been Rich All My Life,"$36,406","$36,406",100%,-,-
491,Can Mr. Smith Get to Washington Anymore?,"$35,397","$35,397",100%,-,-
492,Swimmers,"$34,812","$34,812",100%,-,-
493,American Gun,"$34,138","$24,098",70.6%,"$10,040",29.4%
494,"My Country, My Country","$33,620","$33,620",100%,-,-
495,Loverboy 2006 Re-release,"$33,223","$33,223",100%,-,-
496,Fanfan la Tulipe,"$30,590","$30,590",100%,-,-
497,Take My Eyes 2006 Re-release,"$30,496","$30,496",100%,-,-
498,Standing Still,"$30,142","$30,142",100%,-,-
499,Henri Cartier-Bresson: The Impassioned Eye,"$29,710","$29,710",100%,-,-
500,Romántico,"$29,460","$29,460",100%,-,-
501,The Piano Tuner of EarthQuakes,"$29,121","$29,121",100%,-,-
502,The Heart Is Deceitful Above All Things 2006 Re-release,"$29,058","$29,058",100%,-,-
503,Guys and Balls 2006 Re-release,"$28,324","$28,324",100%,-,-
504,Boys Briefs 4,"$27,449","$27,449",100%,-,-
505,Who Gets to Call It Art?,"$27,344","$27,344",100%,-,-
506,Iron Island,"$27,177","$27,177",100%,-,-
507,Abduction: The Megumi Yokota Story,"$26,859","$26,859",100%,-,-
508,Trudell,"$26,756","$26,756",100%,-,-
509,Through the Fire,"$25,752","$25,752",100%,-,-
510,Fuck,"$25,428","$22,359",87.9%,"$3,069",12.1%
511,Wrestling with Angels: Playwright Tony Kushner,"$24,729","$24,729",100%,-,-
512,Two Drifters,"$24,452","$24,452",100%,-,-
513,Off the Black,"$24,425","$24,425",100%,-,-
514,When the Sea Rises 2006 Re-release,"$24,038","$24,038",100%,-,-
515,Islam: What the West Needs to Know,"$22,938","$22,938",100%,-,-
516,Ambrose Bierce: Civil War Stories,"$22,918","$22,918",100%,-,-
517,Dead Fish,"$22,679",-,-,"$22,679",100%
518,Falcone,"$22,300","$22,300",100%,-,-
519,Giuliani Time,"$21,967","$21,967",100%,-,-
520,So Much So Fast,"$21,525","$21,525",100%,-,-
521,Yang Ban Xi: The 8 Modelworks,"$21,244","$21,244",100%,-,-
522,The Case of the Grinning Cat,"$20,944","$20,944",100%,-,-
523,Killer Diller,"$20,795","$20,795",100%,-,-
524,4,"$20,523","$20,523",100%,-,-
525,London,"$20,361","$20,361",100%,-,-
526,Words of My Perfect Teacher,"$20,318","$20,318",100%,-,-
527,State of Fear,"$20,055","$20,055",100%,-,-
528,The Ground Truth,"$20,013","$20,013",100%,-,-
529,Favela Rising,"$19,781","$19,781",100%,-,-
530,Invisible Waves,"$19,293",-,-,"$19,293",100%
531,Suicide Killers,"$18,239","$18,239",100%,-,-
532,Cruel World,"$17,986","$17,986",100%,-,-
533,20 Centimeters 2006 Re-release,"$17,632","$6,635",37.6%,"$10,997",62.4%
534,Film Geek,"$17,341","$17,341",100%,-,-
535,Ever Again,"$17,304","$17,304",100%,-,-
536,April's Shower,"$16,377","$16,377",100%,-,-
537,Captive,"$16,259","$16,259",100%,-,-
538,I Like Killing Flies,"$16,214","$16,214",100%,-,-
539,Matthew Barney: No Restraint,"$16,136","$16,136",100%,-,-
540,Land of the Blind,"$15,180","$5,244",34.5%,"$9,936",65.5%
541,Hannari: Geisha Modern,"$14,974","$14,974",100%,-,-
542,Name,"$14,804","$14,804",100%,-,-
543,The Devil's Miner,"$14,289","$14,289",100%,-,-
544,The Architect,"$13,737","$13,737",100%,-,-
545,Who the #$&% Is Jackson Pollock?,"$13,710","$13,710",100%,-,-
546,One Last Thing...,"$13,334","$13,334",100%,-,-
547,The World According to Shorts,"$12,908","$12,908",100%,-,-
548,I Trust You to Kill Me,"$12,854","$12,854",100%,-,-
549,Christmas at Maxwell's,"$12,781","$12,781",100%,-,-
550,Autumn,"$12,655","$12,655",100%,-,-
551,"The Photographer, His Wife, Her Lover","$12,546","$12,546",100%,-,-
552,3 Needles,"$12,327",-,-,"$12,327",100%
553,Woman Is the Future of Man 2006 Re-release,"$11,807","$11,807",100%,-,-
554,Dead Man's Shoes 2006 Re-release,"$11,777","$6,408",54.4%,"$5,369",45.6%
555,Waltzing Anna,"$11,455","$11,455",100%,-,-
556,Live Freaky Die Freaky,"$11,290","$11,290",100%,-,-
557,The Conrad Boys,"$11,001","$11,001",100%,-,-
558,White Rainbow,"$10,529","$10,529",100%,-,-
559,Forgiving Dr. Mengele,"$10,403","$10,403",100%,-,-
560,...So Goes the Nation,"$10,337","$10,337",100%,-,-
561,Zindaggi Rocks,"$10,172","$10,172",100%,-,-
562,Sólo con Tu Pareja,"$9,915","$9,915",100%,-,-
563,Blackballed: The Bobby Dukes Story,"$9,528","$9,528",100%,-,-
564,Crazy Like a Fox,"$9,376","$9,376",100%,-,-
565,Rolling Family 2006 Re-release,"$9,291","$9,291",100%,-,-
566,Illusion,"$9,261","$9,261",100%,-,-
567,Fall to Grace,"$8,043","$8,043",100%,-,-
568,Coastlines,"$7,883","$7,883",100%,-,-
569,Zerophilia,"$7,763","$7,763",100%,-,-
570,Kill Your Idols,"$7,753","$7,753",100%,-,-
571,El sueño del regreso,"$7,668","$7,668",100%,-,-
572,The Whore's Son,"$7,656","$7,656",100%,-,-
573,Masai: The Rain Warriors 2006 Re-release,"$7,650","$7,650",100%,-,-
574,loudQUIETloud: A Film About the Pixies,"$7,506","$7,506",100%,-,-
575,The Cult of the Suicide Bomber,"$7,451","$7,451",100%,-,-
576,Kettle of Fish,"$7,196","$7,196",100%,-,-
577,Saint of 9/11,"$7,137","$7,137",100%,-,-
578,"Sorry, Haters","$7,129","$7,129",100%,-,-
579,Mendy,"$7,123","$7,123",100%,-,-
580,We Go Way Back,"$6,529","$6,529",100%,-,-
581,Beyond Honor,"$6,437","$6,437",100%,-,-
582,Dreamland,"$6,383","$6,383",100%,-,-
583,Jailbait,"$5,741","$5,741",100%,-,-
584,Pizza,"$5,716","$5,716",100%,-,-
585,Unnatural & Accidental,"$5,420","$5,420",100%,-,-
586,Say Uncle,"$5,361","$5,361",100%,-,-
587,Hair High,"$5,342","$5,342",100%,-,-
588,Mouth to Mouth,"$5,318","$2,150",40.4%,"$3,168",59.6%
589,Room,"$5,228","$5,228",100%,-,-
590,King Leopold's Ghost,"$5,194","$5,194",100%,-,-
591,The Pusher Trilogy,"$4,815","$4,815",100%,-,-
592,50 Ways of Saying Fabulous,"$4,800","$4,800",100%,-,-
593,Street Fight,"$4,779","$4,779",100%,-,-
594,The Fall of Fujimori,"$4,630","$4,630",100%,-,-
595,The Dogwalker 2006 Re-release,"$4,604","$4,604",100%,-,-
596,The Tollbooth,"$4,546","$4,546",100%,-,-
597,Looking for Kitty,"$4,480","$4,480",100%,-,-
598,Cowboy del Amor,"$4,438","$4,438",100%,-,-
599,Coffee Date,"$4,412","$4,412",100%,-,-
600,Simon 2006 Re-release,"$4,055","$4,055",100%,-,-
601,Psychopathia Sexualis,"$4,012","$4,012",100%,-,-
602,Going Under,"$3,917","$3,917",100%,-,-
603,Shock to the System,"$3,768","$3,768",100%,-,-
604,Blossoms of Fire,"$3,365","$3,365",100%,-,-
605,Calvaire,"$3,260","$3,260",100%,-,-
606,95 Miles to Go,"$3,195","$3,195",100%,-,-
607,Four Eyed Monsters,"$3,135","$3,135",100%,-,-
608,Dog Lover's Symphony,"$2,968","$2,968",100%,-,-
609,Agnes and His Brothers 2006 Re-release,"$2,731","$2,731",100%,-,-
610,Out of Place: Memories of Edward Said,"$2,547","$2,547",100%,-,-
611,Herbie Hancock: Possibilities,"$2,493","$2,493",100%,-,-
612,Rank,"$2,485","$2,485",100%,-,-
613,The Big Question,"$2,248","$2,248",100%,-,-
614,Mirage,"$2,241","$2,241",100%,-,-
615,Workingman's Death,"$2,214","$2,214",100%,-,-
616,George Bush Goes to Heaven,"$2,192","$2,192",100%,-,-
617,The Tenants,"$2,010","$2,010",100%,-,-
618,The Surfer King,"$1,990","$1,990",100%,-,-
619,FAQs,"$1,967","$1,967",100%,-,-
620,Abominable,"$1,810","$1,810",100%,-,-
621,Power and Terror: Noam Chomsky in Our Times 2006 Re-release,"$1,703","$1,703",100%,-,-
622,Headspace,"$1,650","$1,650",100%,-,-
623,The Colour of Olives,"$1,169","$1,169",100%,-,-
624,The Ister,"$1,124","$1,124",100%,-,-
625,The Empire in Africa,"$1,088","$1,088",100%,-,-
626,The Trouble with Men and Women,$967,$967,100%,-,-
627,In Her Line of Fire,$884,$884,100%,-,-
628,Doing Time for Patsy Cline,$831,$831,100%,-,-
629,Issues,$783,$783,100%,-,-
630,Uncut,$762,$762,100%,-,-
631,A New Day in Old Sana'a,$737,$737,100%,-,-
632,Serum,$440,$440,100%,-,-
633,Zyzzyx Rd,$30,$30,100%,-,-
