Rank,Release Group,Worldwide,Domestic,%,Foreign,%
98,The Fourth Kind,"$47,709,193","$25,486,040",53.4%,"$22,223,153",46.6%
99,Crazy Heart,"$47,405,566","$39,464,306",83.2%,"$7,941,260",16.8%
100,Fantastic Mr. Fox,"$46,471,023","$21,002,919",45.2%,"$25,468,104",54.8%
101,The Last House on the Left,"$45,289,053","$32,752,215",72.3%,"$12,536,838",27.7%
102,The Spy Next Door,"$45,236,543","$24,307,086",53.7%,"$20,929,457",46.3%
103,Notorious,"$44,420,167","$36,843,682",82.9%,"$7,576,485",17.1%
104,The Girl Who Kicked the Hornet's Nest,"$44,276,335","$5,190,196",11.7%,"$39,086,139",88.3%
105,Brothers,"$43,474,578","$28,544,157",65.7%,"$14,930,421",34.3%
106,The Informant!,"$41,771,168","$33,316,821",79.8%,"$8,454,347",20.2%
107,The Uninvited,"$41,633,384","$28,596,818",68.7%,"$13,036,566",31.3%
108,Toy Story 2009 Re-release,"$41,258,298","$30,702,446",74.4%,"$10,555,852",25.6%
109,Evangelion: 2.0 You Can (Not) Advance,"$41,162,041","$133,640",0.3%,"$41,028,401",99.7%
110,The Concert,"$41,146,351","$657,986",1.6%,"$40,488,365",98.4%
111,Gamer,"$40,828,540","$20,534,907",50.3%,"$20,293,633",49.7%
112,All About Steve,"$40,105,542","$33,862,903",84.4%,"$6,242,639",15.6%
113,Astro Boy,"$39,886,986","$19,551,067",49%,"$20,335,919",51%
114,Agora,"$39,457,342","$619,423",1.6%,"$38,837,919",98.4%
115,Halloween II,"$39,421,467","$33,392,973",84.7%,"$6,028,494",15.3%
116,Cirque du Freak: The Vampire's Assistant,"$39,291,383","$13,869,515",35.3%,"$25,421,868",64.7%
117,The Soloist,"$38,332,994","$31,720,158",82.7%,"$6,612,836",17.3%
118,Broken Embraces,"$37,472,507","$5,014,305",13.4%,"$32,458,202",86.6%
119,Brooklyn's Finest,"$36,440,201","$27,163,593",74.5%,"$9,276,608",25.5%
120,Pirate Radio,"$36,348,784","$8,017,917",22.1%,"$28,330,867",77.9%
121,Love Happens,"$36,088,028","$22,965,110",63.6%,"$13,122,918",36.4%
122,Whatever Works,"$36,020,534","$5,306,706",14.7%,"$30,713,828",85.3%
123,Crank: High Voltage,"$34,572,541","$13,684,249",39.6%,"$20,888,292",60.4%
124,The Secret in Their Eyes,"$33,965,279","$6,391,436",18.8%,"$27,573,843",81.2%
125,The Box,"$33,333,531","$15,051,977",45.2%,"$18,281,554",54.8%
126,Fighting,"$32,482,728","$23,091,010",71.1%,"$9,391,718",28.9%
127,The Invention of Lying,"$32,406,507","$18,451,251",56.9%,"$13,955,256",43.1%
128,Jennifer's Body,"$31,556,061","$16,204,793",51.4%,"$15,351,268",48.6%
129,Dance Flick,"$31,439,140","$25,662,155",81.6%,"$5,776,985",18.4%
130,A Serious Man,"$31,430,334","$9,228,768",29.4%,"$22,201,566",70.6%
131,The Stepfather,"$31,198,531","$29,062,561",93.2%,"$2,135,970",6.8%
132,The Young Victoria,"$29,181,829","$11,001,272",37.7%,"$18,180,557",62.3%
133,New in Town,"$29,010,817","$16,734,283",57.7%,"$12,276,534",42.3%
134,Shorts,"$28,972,508","$20,919,166",72.2%,"$8,053,342",27.8%
135,Case 39,"$28,190,603","$13,261,851",47%,"$14,928,752",53%
136,The Road,"$27,639,579","$8,117,000",29.4%,"$19,522,579",70.6%
137,Sorority Row,"$27,206,120","$11,965,282",44%,"$15,240,838",56%
138,Observe and Report,"$26,973,554","$24,007,324",89%,"$2,966,230",11%
139,An Education,"$26,096,852","$12,574,914",48.2%,"$13,521,938",51.8%
140,A Single Man,"$24,964,890","$9,176,000",36.8%,"$15,788,890",63.2%
141,Mao's Last Dancer,"$23,914,731","$4,817,770",20.1%,"$19,096,961",79.9%
142,Jonas Brothers: The 3D Concert Experience,"$23,186,960","$19,162,740",82.6%,"$4,024,220",17.4%
143,Imagine That,"$22,985,194","$16,123,323",70.1%,"$6,861,871",29.9%
144,Armored,"$22,942,221","$15,988,876",69.7%,"$6,953,345",30.3%
145,A Perfect Getaway,"$22,938,329","$15,515,460",67.6%,"$7,422,869",32.4%
146,OSS 117: Lost in Rio,"$21,924,245","$89,375",0.4%,"$21,834,870",99.6%
147,Love Nowadays,"$20,794,985","$2,430,083",11.7%,"$18,364,902",88.3%
148,Pandorum,"$20,648,328","$10,330,853",50%,"$10,317,475",50%
149,My Life in Ruins,"$20,455,482","$8,665,206",42.4%,"$11,790,276",57.6%
150,Amelia,"$19,643,086","$14,246,488",72.5%,"$5,396,598",27.5%
151,The White Ribbon,"$19,319,671","$2,222,862",11.5%,"$17,096,809",88.5%
152,[Rec] 2,"$18,853,164","$27,766",0.1%,"$18,825,398",99.9%
153,Fired Up!,"$18,599,102","$17,231,291",92.6%,"$1,367,811",7.4%
154,Summer Wars,"$18,434,328","$80,768",0.4%,"$18,353,560",99.6%
155,Soul Kitchen,"$18,164,139","$276,901",1.5%,"$17,887,238",98.5%
156,Whiteout,"$17,976,667","$10,275,638",57.2%,"$7,701,029",42.8%
157,A Prophet,"$17,874,044","$2,087,720",11.7%,"$15,786,324",88.3%
158,Capitalism: A Love Story,"$17,436,509","$14,363,397",82.4%,"$3,073,112",17.6%
159,12 Rounds,"$17,280,326","$12,234,694",70.8%,"$5,045,632",29.2%
160,Adventureland,"$17,164,820","$16,044,025",93.5%,"$1,120,795",6.5%
161,Mother,"$17,149,348","$551,509",3.2%,"$16,597,839",96.8%
162,Whip It,"$16,691,303","$13,043,363",78.1%,"$3,647,940",21.9%
163,Sunshine Cleaning,"$16,580,250","$12,062,558",72.8%,"$4,517,692",27.2%
164,Everybody's Fine,"$16,443,609","$9,208,876",56%,"$7,234,733",44%
165,"I Love You, Beth Cooper","$15,821,907","$14,800,725",93.5%,"$1,021,182",6.5%
166,Away We Go,"$15,779,455","$9,451,946",59.9%,"$6,327,509",40.1%
167,"The Goods: Live Hard, Sell Hard","$15,300,885","$15,122,676",98.8%,"$178,209",1.2%
168,Change of Plans,"$15,016,366","$46,714",0.3%,"$14,969,652",99.7%
169,Desert Flower 2009 Re-release,"$14,682,943","$44,348",0.3%,"$14,638,595",99.7%
170,Bright Star,"$14,374,652","$4,444,637",30.9%,"$9,930,015",69.1%
171,District 13: Ultimatum,"$14,103,752","$36,136",0.3%,"$14,067,616",99.7%
172,The Last Station,"$13,550,772","$6,617,867",48.8%,"$6,932,905",51.2%
173,Chandni Chowk to China,"$13,439,480","$921,738",6.9%,"$12,517,742",93.1%
174,Delhi-6,"$13,125,579","$879,913",6.7%,"$12,245,666",93.3%
175,Thirst,"$13,008,937","$318,574",2.4%,"$12,690,363",97.6%
176,Street Fighter: The Legend of Chun-Li,"$12,764,201","$8,742,261",68.5%,"$4,021,940",31.5%
177,Bandslam,"$12,225,023","$5,210,988",42.6%,"$7,014,035",57.4%
178,Spread,"$12,035,862","$250,618",2.1%,"$11,785,244",97.9%
179,The Hedgehog 2009 Re-release,"$11,906,717","$707,945",5.9%,"$11,198,772",94.1%
180,Looking for Eric,"$11,562,239","$55,804",0.5%,"$11,506,435",99.5%
181,Extract,"$10,848,783","$10,823,158",99.8%,"$25,625",0.2%
182,Not Easily Broken,"$10,726,909","$10,572,742",98.6%,"$154,167",1.4%
183,City of Life and Death,"$10,687,316","$122,558",1.1%,"$10,564,758",98.9%
184,The Boondock Saints II: All Saints Day,"$10,629,321","$10,273,188",96.6%,"$356,133",3.4%
185,Bad Lieutenant: Port of Call New Orleans,"$10,593,928","$1,702,112",16.1%,"$8,891,816",83.9%
186,Harry Brown,"$10,371,451","$1,818,681",17.5%,"$8,552,770",82.5%
187,The Collector,"$10,234,475","$7,712,114",75.4%,"$2,522,361",24.6%
188,Next Day Air,"$10,172,519","$10,027,047",98.6%,"$145,472",1.4%
189,Taking Woodstock,"$9,975,737","$7,460,204",74.8%,"$2,515,533",25.2%
190,Moon,"$9,760,107","$5,010,163",51.3%,"$4,749,944",48.7%
191,Chéri,"$9,368,242","$2,715,657",29%,"$6,652,585",71%
192,"New York, I Love You","$8,095,596","$1,588,015",19.6%,"$6,507,581",80.4%
193,Billu,"$8,034,797","$754,928",9.4%,"$7,279,869",90.6%
194,City Island,"$7,878,856","$6,671,036",84.7%,"$1,207,820",15.3%
195,In the Loop,"$7,787,487","$2,388,804",30.7%,"$5,398,683",69.3%
196,Leaving,"$7,556,034","$176,113",2.3%,"$7,379,921",97.7%
197,Antichrist,"$7,413,863","$404,122",5.5%,"$7,009,741",94.5%
198,Nowhere Boy,"$6,577,779","$1,457,248",22.2%,"$5,120,531",77.8%
199,The September Issue,"$6,442,300","$3,820,067",59.3%,"$2,622,233",40.7%
200,Post Grad,"$6,414,729","$6,380,019",99.5%,"$34,710",0.5%
201,Battle for Terra,"$6,129,640","$1,647,083",26.9%,"$4,482,557",73.1%
202,Coco Chanel & Igor Stravinsky,"$5,925,295","$1,621,226",27.4%,"$4,304,069",72.6%
203,Blood: The Last Vampire,"$5,874,530","$257,412",4.4%,"$5,617,118",95.6%
204,Carriers,"$5,805,279","$104,352",1.8%,"$5,700,927",98.2%
205,Vincere,"$5,701,481","$619,162",10.9%,"$5,082,319",89.1%
206,The Brothers Bloom,"$5,530,764","$3,531,756",63.9%,"$1,999,008",36.1%
207,Mademoiselle Chambon,"$5,511,371","$531,685",9.6%,"$4,979,686",90.4%
208,Micmacs 2009 Re-release,"$5,467,891","$1,262,079",23.1%,"$4,205,812",76.9%
209,Shinjuku Incident,"$5,461,200",-,-,"$5,461,200",100%
210,Sin Nombre,"$5,102,705","$2,536,665",49.7%,"$2,566,040",50.3%
211,Vision,"$5,043,878","$435,274",8.6%,"$4,608,604",91.4%
212,Wild Grass,"$4,826,090","$403,952",8.4%,"$4,422,138",91.6%
213,"Food, Inc.","$4,606,199","$4,417,674",95.9%,"$188,525",4.1%
214,Miss March,"$4,591,629","$4,543,320",98.9%,"$48,309",1.1%
215,Beyond a Reasonable Doubt,"$4,508,114","$32,917",0.7%,"$4,475,197",99.3%
216,Luck by Chance,"$4,504,365","$356,019",7.9%,"$4,148,346",92.1%
217,Wake Up Sid,"$4,278,081","$718,766",16.8%,"$3,559,315",83.2%
218,I Hate Valentine's Day,"$4,243,957","$11,004",0.3%,"$4,232,953",99.7%
219,Good Hair,"$4,163,135","$4,157,223",99.9%,"$5,912",0.1%
220,The Damned United,"$4,091,378","$449,865",11%,"$3,641,513",89%
221,Dev.D,"$4,047,969","$18,613",0.5%,"$4,029,356",99.5%
222,Inspector Bellamy,"$3,681,654","$107,612",2.9%,"$3,574,042",97.1%
223,Crossing Over,"$3,676,533","$455,654",12.4%,"$3,220,879",87.6%
224,Is Anybody There?,"$3,368,300","$2,026,756",60.2%,"$1,341,544",39.8%
225,The Boys Are Back,"$3,252,136","$809,752",24.9%,"$2,442,384",75.1%
226,My One and Only,"$3,167,681","$2,479,538",78.3%,"$688,143",21.7%
227,Adam,"$3,034,953","$2,277,396",75%,"$757,557",25%
228,Incredible Love,"$2,998,940","$1,445,739",48.2%,"$1,553,201",51.8%
229,Turtle: The Incredible Journey,"$2,945,067","$386,073",13.1%,"$2,558,994",86.9%
230,Tetro,"$2,874,474","$518,522",18%,"$2,355,952",82%
231,The Private Lives of Pippa Lee,"$2,860,973","$337,356",11.8%,"$2,523,617",88.2%
232,The Double Hour,"$2,848,165","$1,514,942",53.2%,"$1,333,223",46.8%
233,Everyone Else,"$2,634,462","$102,042",3.9%,"$2,532,420",96.1%
234,Management,"$2,555,950","$934,658",36.6%,"$1,621,292",63.4%
235,13B: Fear Has a New Address,"$2,482,072","$36,594",1.5%,"$2,445,478",98.5%
236,Queen to Play,"$2,456,722","$478,710",19.5%,"$1,978,012",80.5%
237,Ricky,"$2,440,234","$3,457",0.1%,"$2,436,777",99.9%
238,Horsemen,"$2,405,815",-,-,"$2,405,815",100%
239,Fish Tank,"$2,404,300","$374,675",15.6%,"$2,029,625",84.4%
240,Me and Orson Welles,"$2,336,172","$1,190,003",50.9%,"$1,146,169",49.1%
241,Bronson,"$2,260,712","$104,979",4.6%,"$2,155,733",95.4%
242,Valentino: The Last Emperor,"$2,203,403","$1,755,134",79.7%,"$448,269",20.3%
243,Amreeka,"$2,176,304","$627,436",28.8%,"$1,548,868",71.2%
244,Dhoondte Reh Jaoge,"$2,161,095","$5,127",0.2%,"$2,155,968",99.8%
245,Echelon Conspiracy 2009 Re-release,"$2,148,179","$666,009",31%,"$1,482,170",69%
246,The Other Man,"$2,138,350","$149,528",7%,"$1,988,822",93%
247,Creation,"$2,058,675","$341,323",16.6%,"$1,717,352",83.4%
248,Mammoth,"$2,033,946","$9,580",0.5%,"$2,024,366",99.5%
249,De Dana Dan,"$1,985,423","$944,979",47.6%,"$1,040,444",52.4%
250,Dead Snow,"$1,984,662","$46,742",2.4%,"$1,937,920",97.6%
251,The Limits of Control,"$1,981,134","$426,688",21.5%,"$1,554,446",78.5%
252,New York,"$1,935,820","$997,437",51.5%,"$938,383",48.5%
253,It Might Get Loud,"$1,896,244","$1,610,163",84.9%,"$286,081",15.1%
254,Scoundrel,"$1,868,980","$1,291,827",69.1%,"$577,153",30.9%
255,The Secret of Kells,"$1,803,412","$676,775",37.5%,"$1,126,637",62.5%
256,Storm 2009 Re-release,"$1,661,518","$16,013",1%,"$1,645,505",99%
257,The Maid,"$1,647,555","$576,608",35%,"$1,070,947",65%
258,The Girl on the Train 2009 Re-release,"$1,636,579","$208,023",12.7%,"$1,428,556",87.3%
259,The Messenger,"$1,595,417","$1,109,660",69.6%,"$485,757",30.4%
260,The Milk of Sorrow,"$1,553,977","$10,462",0.7%,"$1,543,515",99.3%
261,John Rabe,"$1,484,665","$67,519",4.5%,"$1,417,146",95.5%
262,X Games 3D: The Movie,"$1,472,747","$1,391,434",94.5%,"$81,313",5.5%
263,Kurbaan,"$1,461,611","$754,268",51.6%,"$707,343",48.4%
264,I Hope They Serve Beer in Hell,"$1,429,299","$1,429,299",100%,-,-
265,The Secrets of Jonathan Sperry,"$1,355,079","$1,355,079",100%,-,-
266,Paper Heart,"$1,296,971","$1,274,062",98.2%,"$22,909",1.8%
267,Lebanon,"$1,220,376","$368,088",30.2%,"$852,288",69.8%
268,Army of Crime,"$1,199,877","$37,031",3.1%,"$1,162,846",96.9%
269,The Cove,"$1,187,434","$857,005",72.2%,"$330,429",27.8%
270,Videocracy,"$1,179,676","$23,720",2%,"$1,155,956",98%
271,Tulpan,"$1,166,344","$158,741",13.6%,"$1,007,603",86.4%
272,The Wizard of Oz 2009 NCM Fathom Event,"$1,158,710","$1,140,000",98.4%,"$18,710",1.6%
273,Sugar,"$1,144,438","$1,082,124",94.6%,"$62,314",5.4%
274,"Yoo-Hoo, Mrs. Goldberg","$1,134,623","$1,134,623",100%,-,-
275,Cold Souls,"$1,131,536","$905,209",80%,"$226,327",20%
276,Dil Bole Hadippa!,"$1,128,211","$644,046",57.1%,"$484,165",42.9%
277,La Danse: The Paris Opera Ballet,"$1,124,838","$567,493",50.5%,"$557,345",49.5%
278,The Stoning of Soraya M.,"$1,120,476","$637,421",56.9%,"$483,055",43.1%
279,The Salvation Poem,"$1,097,750","$914,818",83.3%,"$182,932",16.7%
280,The Girlfriend Experience,"$1,060,941","$695,840",65.6%,"$365,101",34.4%
281,The Time That Remains,"$1,037,505","$32,869",3.2%,"$1,004,636",96.8%
282,35 Shots of Rum,"$971,841","$177,511",18.3%,"$794,330",81.7%
283,Tyson,"$964,920","$887,918",92%,"$77,002",8%
284,Fanboys,"$961,203","$688,529",71.6%,"$272,674",28.4%
285,More Than a Game,"$960,387","$950,675",99%,"$9,712",1%
286,The Nightmare Before Christmas 2009 3D Release,"$957,826","$406,085",42.4%,"$551,741",57.6%
287,Anvil: The Story of Anvil,"$951,380","$667,911",70.2%,"$283,469",29.8%
288,Goodbye Solo,"$942,209","$870,781",92.4%,"$71,428",7.6%
289,Hideaway,"$920,225","$34,525",3.8%,"$885,700",96.2%
290,Jerichow,"$905,600","$60,379",6.7%,"$845,221",93.3%
291,The Great Buck Howard,"$900,689","$750,587",83.3%,"$150,102",16.7%
292,No One Knows About Persian Cats,"$879,937","$81,768",9.3%,"$798,169",90.7%
293,Plastic Planet,"$846,200","$3,164",0.4%,"$843,036",99.6%
294,My Year Without Sex,"$805,283","$3,119",0.4%,"$802,164",99.6%
295,The Wonder of It All,"$781,016","$781,016",100%,-,-
296,Little Ashes,"$767,567","$481,586",62.7%,"$285,981",37.3%
297,The Cross,"$741,557","$741,557",100%,-,-
298,Motherhood,"$726,354","$93,388",12.9%,"$632,966",87.1%
299,Play the Game,"$659,483","$659,483",100%,-,-
300,The Oscar Nominated Short Films 2009: Live Action,"$644,635","$644,635",100%,-,-
301,London Dreams,"$618,067","$300,293",48.6%,"$317,774",51.4%
302,Disgrace 2009 Re-release,"$596,554","$69,705",11.7%,"$526,849",88.3%
303,American Violet,"$554,434","$554,434",100%,-,-
304,From Mexico with Love,"$549,495","$548,787",99.9%,$708,0.1%
305,Lymelife,"$540,403","$421,307",78%,"$119,096",22%
306,The Polar Express 2009 IMAX Release,"$514,354","$514,354",100%,-,-
307,A Town Called Panic,"$505,699","$165,509",32.7%,"$340,190",67.3%
308,Humpday,"$473,980","$407,377",85.9%,"$66,603",14.1%
309,Life Partner,"$457,340","$110,240",24.1%,"$347,100",75.9%
310,The Little Traitor,"$454,481","$402,088",88.5%,"$52,393",11.5%
311,Me and Mrs. Khanna,"$431,630","$197,183",45.7%,"$234,447",54.3%
312,"A Woman, a Gun and a Noodle Shop","$428,249","$190,946",44.6%,"$237,303",55.4%
313,Luck,"$426,221","$149,333",35%,"$276,888",65%
314,Dogtooth,"$412,728","$110,248",26.7%,"$302,480",73.3%
315,Wanted,"$404,099","$349,637",86.5%,"$54,462",13.5%
316,24 City,"$402,917","$30,800",7.6%,"$372,117",92.4%
317,Transylmania,"$397,641","$397,641",100%,-,-
318,The Marc Pease Experience,"$390,584","$4,033",1%,"$386,551",99%
319,Shortkut - The Con Is On,"$389,832","$100,304",25.7%,"$289,528",74.3%
320,Adoration,"$384,659","$294,244",76.5%,"$90,415",23.5%
321,The Informers,"$382,174","$300,000",78.5%,"$82,174",21.5%
322,Unmistaken Child,"$369,742","$306,140",82.8%,"$63,602",17.2%
323,Five Minutes of Heaven,"$364,355","$15,676",4.3%,"$348,679",95.7%
324,Serious Moonlight,"$348,327","$25,339",7.3%,"$322,988",92.7%
325,The Merry Gentleman,"$347,977","$347,977",100%,-,-
326,Tera Mera Ki Rishta,"$345,063","$271,942",78.8%,"$73,121",21.2%
327,What's Your Zodiac Sign?,"$314,881","$257,868",81.9%,"$57,013",18.1%
328,Shrink,"$303,431","$189,621",62.5%,"$113,810",37.5%
329,Black Dynamite,"$296,557","$242,578",81.8%,"$53,979",18.2%
330,Outrage,"$287,198","$287,198",100%,-,-
331,Valhalla Rising,"$282,737","$30,638",10.8%,"$252,099",89.2%
332,That Evening Sun,"$281,350","$281,350",100%,-,-
333,Eyes Wide Open,"$276,576","$26,258",9.5%,"$250,318",90.5%
334,Around a Small Mountain,"$270,930","$33,216",12.3%,"$237,714",87.7%
335,Call of the Wild,"$270,210","$28,682",10.6%,"$241,528",89.4%
336,Little Girl,"$264,498","$1,350",0.5%,"$263,148",99.5%
